agent_type,seed,best_val_sharpe,final_loss
no_regime_iqn,42,1.6668261248097542,0.00011148154433208724
hmm_hard_dqn,42,1.6666642272534056,7.021632584505751e-05
hmm_posterior_dqn,42,1.6666520502836666,9.113280511681093e-05
uarc,42,1.666832500837217,0.00017659817497053793
